proxy,host,port,protocol,latencyMs,qualityScore,checkType,lastChecked,country,anonymity,anonymitySource,supportsHttps,sourceCategory,sourceCount,consecutiveSuccesses,countrySource,residentialStatus,residentialConfidence,residentialSource,residentialCheckedAt,classificationScope,networkType,isp,asn,asnOrg,city,region,citySource,threat,reliabilityScore,reliabilitySamples,freshnessTier
212.112.121.130:8080,212.112.121.130,8080,https,6893,53,https_connect_probe,2026-09-13T09:15:50Z,KG,elite,protocol,True,github_raw,4,5,dbip,unknown,0,unknown,2026-09-12T10:59:54Z,unknown,residential,AKNET Ltd.,12764,AKNET Ltd.,Bishkek,Bishkek,geolite2,scanner,80.729,1444,fresh
178.217.168.164:55443,178.217.168.164,55443,https,6845,52,https_connect_probe,2026-09-13T09:09:22Z,KG,elite,protocol,True,github_raw,6,2,dbip,unknown,0,unknown,2026-09-12T21:32:38Z,unknown,residential,KRENA - Kyrgyz Research and Education Network Association,197119,Kyrgyz research and education network association,Bishkek,Bishkek Shaary,ip2proxy,scanner,73.106,1375,fresh
80.72.180.122:1080,80.72.180.122,1080,socks5,6383,52,socks5_probe,2026-09-13T09:27:51Z,KG,elite,protocol,True,api,17,2,dbip,likely_residential,70,ip2proxy_lite,2026-09-07T12:05:21Z,exit,residential,OJSC Kyrgyztelecom,12997,OJSC Kyrgyztelecom,Bishkek,Bishkek,geolite2,scanner/spam,69.966,1294,fresh
212.112.121.130:8080,212.112.121.130,8080,http,6203,53,http_probe,2026-09-13T09:33:34Z,KG,anonymous,headers,True,github_raw,18,4,dbip,unknown,0,unknown,2026-09-12T10:59:54Z,unknown,residential,AKNET Ltd.,12764,AKNET Ltd.,Bishkek,Bishkek,geolite2,scanner,69.285,1114,fresh
80.72.176.101:8080,80.72.176.101,8080,https,5641,48,https_connect_probe,2026-09-13T08:42:42Z,KG,elite,protocol,True,github_raw,2,0,dbip,likely_residential,70,ip2proxy_lite,2026-09-12T05:35:12Z,exit,residential,OJSC Kyrgyztelecom,12997,OJSC Kyrgyztelecom,Bishkek,Bishkek,geolite2,none,55.9,238,fresh
212.112.121.130:1080,212.112.121.130,1080,socks4,3677,56,socks4_probe,2026-09-13T09:02:50Z,KG,elite,protocol,True,github_raw,8,0,dbip,unknown,0,unknown,2026-09-12T10:59:54Z,unknown,residential,AKNET Ltd.,12764,AKNET Ltd.,Bishkek,Bishkek,geolite2,scanner,44.988,1229,fresh
