proxy,host,port,protocol,latencyMs,qualityScore,checkType,lastChecked,country,anonymity,anonymitySource,supportsHttps,sourceCategory,sourceCount,consecutiveSuccesses,countrySource,residentialStatus,residentialConfidence,residentialSource,residentialCheckedAt,classificationScope,networkType,isp,asn,asnOrg,city,region,citySource,threat,reliabilityScore,reliabilitySamples,freshnessTier
197.157.194.28:1080,197.157.194.28,1080,socks4,7471,58,socks4_probe,2026-09-26T19:47:44Z,BI,elite,protocol,True,html_table,12,30,dbip,unknown,0,unknown,2026-09-20T23:37:38Z,unknown,residential,Spidernet SPRL Burundi,37429,SPIDERNET SPRL BURUNDI,Bujumbura,Bujumbura Mairie,ip2proxy,botnet/scanner,99.944,1392,fresh
197.157.195.154:1080,197.157.195.154,1080,socks4,5425,54,socks4_probe,2026-09-26T19:41:17Z,BI,elite,protocol,True,github_raw,13,2,dbip,unknown,0,unknown,2026-09-26T18:45:32Z,unknown,residential,Spidernet SPRL Burundi,37429,SPIDERNET SPRL BURUNDI,Mabanda,Makamba Province,geolite2,scanner,85.735,1372,fresh
