proxy,host,port,protocol,latencyMs,qualityScore,checkType,lastChecked,country,anonymity,supportsHttps,sourceCategory,sourceCount
39.102.208.236:1111,39.102.208.236,1111,socks4,2265,83,socks4,2026-07-10T07:35:03Z,ZZ,unknown,False,github_raw,2
39.102.213.3:3129,39.102.213.3,3129,socks4,2265,83,socks4,2026-07-10T07:34:28Z,ZZ,unknown,False,github_raw,2
47.107.166.143:1337,47.107.166.143,1337,socks4,2266,83,socks4,2026-07-10T07:35:31Z,ZZ,unknown,False,github_raw,1
121.43.154.123:9098,121.43.154.123,9098,socks4,2268,83,socks4,2026-07-10T07:03:04Z,ZZ,unknown,False,github_raw,4
123.57.1.16:5555,123.57.1.16,5555,socks4,2268,83,socks4,2026-07-10T07:34:28Z,ZZ,unknown,False,github_raw,2
47.92.82.167:9000,47.92.82.167,9000,socks4,2276,83,socks4,2026-07-10T07:35:27Z,ZZ,unknown,False,github_raw,1
8.130.54.67:8080,8.130.54.67,8080,socks4,2277,83,socks4,2026-07-10T07:35:42Z,ZZ,unknown,False,github_raw,1
47.120.0.231:8181,47.120.0.231,8181,socks4,2278,83,socks4,2026-07-10T07:35:29Z,ZZ,unknown,False,github_raw,1
8.148.23.165:8080,8.148.23.165,8080,socks4,2281,83,socks4,2026-07-10T07:35:43Z,ZZ,unknown,False,github_raw,1
45.56.71.129:1081,45.56.71.129,1081,socks4,2282,83,socks4,2026-07-10T07:34:29Z,ZZ,unknown,False,github_raw,2
8.148.23.202:8081,8.148.23.202,8081,socks4,2282,83,socks4,2026-07-10T07:35:25Z,ZZ,unknown,False,github_raw,1
114.215.127.92:8080,114.215.127.92,8080,socks4,2287,83,socks4,2026-07-10T07:03:19Z,ZZ,unknown,False,github_raw,4
202.131.235.138:4153,202.131.235.138,4153,socks4,2291,83,socks4,2026-07-10T06:59:07Z,ZZ,unknown,False,github_raw,6
103.48.181.189:4145,103.48.181.189,4145,socks4,2307,82,socks4,2026-07-10T06:59:15Z,ZZ,unknown,False,github_raw,5
96.126.111.39:1081,96.126.111.39,1081,socks4,2309,82,socks4,2026-07-10T07:35:18Z,ZZ,unknown,False,github_raw,1
103.29.61.243:4153,103.29.61.243,4153,socks4,2312,82,socks4,2026-07-10T06:59:07Z,ZZ,unknown,False,github_raw,6
103.170.160.177:5678,103.170.160.177,5678,socks4,2318,82,socks4,2026-07-10T06:59:19Z,ZZ,unknown,False,github_raw,5
103.196.7.38:4153,103.196.7.38,4153,socks4,2318,82,socks4,2026-07-10T06:59:09Z,ZZ,unknown,False,github_raw,6
45.116.114.37:5678,45.116.114.37,5678,socks4,2321,82,socks4,2026-07-10T07:00:23Z,ZZ,unknown,False,github_raw,4
47.90.167.27:8081,47.90.167.27,8081,socks4,2325,82,socks4,2026-07-10T06:59:30Z,ZZ,unknown,False,github_raw,4
47.91.120.190:9098,47.91.120.190,9098,socks4,2327,82,socks4,2026-07-10T06:59:29Z,ZZ,unknown,False,html_table,4
103.112.234.97:5678,103.112.234.97,5678,socks4,2330,82,socks4,2026-07-10T07:00:32Z,ZZ,unknown,False,github_raw,2
47.100.73.178:8080,47.100.73.178,8080,socks4,2333,82,socks4,2026-07-10T07:35:32Z,ZZ,unknown,False,github_raw,1
103.160.56.5:10101,103.160.56.5,10101,socks4,2343,82,socks4,2026-07-10T06:59:33Z,ZZ,unknown,False,github_raw,2
103.111.22.26:58563,103.111.22.26,58563,socks4,2347,82,socks4,2026-07-10T06:59:18Z,ZZ,unknown,False,github_raw,5
45.117.29.137:10888,45.117.29.137,10888,socks4,2348,82,socks4,2026-07-10T06:59:33Z,ZZ,unknown,False,github_raw,2
139.224.195.153:9999,139.224.195.153,9999,socks4,2349,82,socks4,2026-07-10T07:34:27Z,ZZ,unknown,False,github_raw,2
108.175.23.49:13135,108.175.23.49,13135,socks4,2358,82,socks4,2026-07-10T06:59:08Z,ZZ,unknown,False,github_raw,6
115.42.67.186:56534,115.42.67.186,56534,socks4,2358,82,socks4,2026-07-10T07:32:15Z,ZZ,unknown,False,github_raw,7
47.100.130.127:8080,47.100.130.127,8080,socks4,2360,82,socks4,2026-07-10T07:35:40Z,ZZ,unknown,False,github_raw,1
8.138.131.110:3129,8.138.131.110,3129,socks4,2370,82,socks4,2026-07-10T07:35:39Z,ZZ,unknown,False,github_raw,1
8.138.125.130:80,8.138.125.130,80,socks4,2372,82,socks4,2026-07-10T07:35:23Z,ZZ,unknown,False,github_raw,1
121.43.109.88:8080,121.43.109.88,8080,socks4,2383,82,socks4,2026-07-10T07:03:23Z,ZZ,unknown,False,github_raw,4
101.132.252.152:1081,101.132.252.152,1081,socks4,2399,82,socks4,2026-07-10T07:34:29Z,ZZ,unknown,False,github_raw,2
8.211.195.173:992,8.211.195.173,992,socks4,2471,81,socks4,2026-07-10T06:59:27Z,ZZ,unknown,False,api,4
8.211.200.183:100,8.211.200.183,100,socks4,2471,81,socks4,2026-07-10T06:59:34Z,ZZ,unknown,False,html_table,1
8.211.195.173:28737,8.211.195.173,28737,socks4,2472,81,socks4,2026-07-10T06:59:32Z,ZZ,unknown,False,github_raw,4
8.208.84.236:7657,8.208.84.236,7657,socks4,2473,81,socks4,2026-07-10T07:35:18Z,ZZ,unknown,False,github_raw,1
8.211.195.139:9080,8.211.195.139,9080,socks4,2474,81,socks4,2026-07-10T06:59:28Z,ZZ,unknown,False,api,4
8.211.195.139:18080,8.211.195.139,18080,socks4,2475,81,socks4,2026-07-10T06:59:26Z,ZZ,unknown,False,api,4
8.211.195.173:3128,8.211.195.173,3128,socks4,2482,81,socks4,2026-07-10T06:59:26Z,ZZ,unknown,False,api,4
8.211.200.183:1720,8.211.200.183,1720,socks4,2487,81,socks4,2026-07-10T06:59:31Z,ZZ,unknown,False,html_table,4
47.91.89.3:3128,47.91.89.3,3128,socks4,2494,81,socks4,2026-07-10T06:59:28Z,ZZ,unknown,False,api,4
103.38.183.18:1088,103.38.183.18,1088,socks4,2498,81,socks4,2026-07-10T06:59:09Z,ZZ,unknown,False,github_raw,6
8.209.68.1:8081,8.209.68.1,8081,socks4,2512,80,socks4,2026-07-10T07:35:18Z,ZZ,unknown,False,github_raw,1
47.91.89.3:9098,47.91.89.3,9098,socks4,2515,80,socks4,2026-07-10T06:59:30Z,ZZ,unknown,False,github_raw,4
8.211.42.167:4153,8.211.42.167,4153,socks4,2515,80,socks4,2026-07-10T07:35:27Z,ZZ,unknown,False,github_raw,1
47.91.89.3:8081,47.91.89.3,8081,socks4,2526,80,socks4,2026-07-10T06:59:28Z,ZZ,unknown,False,api,4
109.72.100.118:60606,109.72.100.118,60606,socks4,2606,79,socks4,2026-07-10T07:00:30Z,ZZ,unknown,False,github_raw,2
182.160.16.234:8020,182.160.16.234,8020,socks4,2638,79,socks4,2026-07-10T07:34:28Z,ZZ,unknown,False,github_raw,2
114.215.127.92:8081,114.215.127.92,8081,socks4,2639,79,socks4,2026-07-10T07:02:47Z,ZZ,unknown,False,github_raw,4
200.71.123.77:60606,200.71.123.77,60606,socks4,2642,79,socks4,2026-07-10T06:59:18Z,ZZ,unknown,False,github_raw,5
201.218.189.212:4153,201.218.189.212,4153,socks4,2645,79,socks4,2026-07-10T07:34:30Z,ZZ,unknown,False,github_raw,2
47.106.216.202:9080,47.106.216.202,9080,socks4,2649,79,socks4,2026-07-10T07:35:23Z,ZZ,unknown,False,github_raw,1
39.104.62.128:5000,39.104.62.128,5000,socks4,2672,79,socks4,2026-07-10T07:34:29Z,ZZ,unknown,False,github_raw,2
139.224.186.221:1111,139.224.186.221,1111,socks4,2692,79,socks4,2026-07-10T07:02:47Z,ZZ,unknown,False,github_raw,4
83.219.1.130:5678,83.219.1.130,5678,socks4,2708,78,socks4,2026-07-10T06:59:29Z,ZZ,unknown,False,github_raw,4
176.120.32.135:5678,176.120.32.135,5678,socks4,2722,78,socks4,2026-07-10T06:59:32Z,ZZ,unknown,False,github_raw,2
39.104.79.145:1234,39.104.79.145,1234,socks4,2730,78,socks4,2026-07-10T07:34:28Z,ZZ,unknown,False,github_raw,2
39.104.16.201:2022,39.104.16.201,2022,socks4,2748,78,socks4,2026-07-10T07:34:30Z,ZZ,unknown,False,github_raw,2
47.116.210.163:1337,47.116.210.163,1337,socks4,3010,75,socks4,2026-07-10T07:35:27Z,ZZ,unknown,False,github_raw,1
39.104.27.89:30001,39.104.27.89,30001,socks4,3079,75,socks4,2026-07-10T07:34:30Z,ZZ,unknown,False,github_raw,2
47.107.142.198:1337,47.107.142.198,1337,socks4,3112,74,socks4,2026-07-10T07:35:35Z,ZZ,unknown,False,github_raw,1
110.238.116.82:55443,110.238.116.82,55443,socks4,3225,73,socks4,2026-07-10T07:34:29Z,ZZ,unknown,False,github_raw,2
160.22.22.85:5678,160.22.22.85,5678,socks4,3280,73,socks4,2026-07-10T06:59:11Z,ZZ,unknown,False,github_raw,6
47.112.19.200:6588,47.112.19.200,6588,socks4,3296,73,socks4,2026-07-10T07:35:23Z,ZZ,unknown,False,github_raw,1
47.112.11.170:8118,47.112.11.170,8118,socks4,3318,72,socks4,2026-07-10T07:35:18Z,ZZ,unknown,False,github_raw,1
8.148.22.214:3129,8.148.22.214,3129,socks4,3344,72,socks4,2026-07-10T07:35:21Z,ZZ,unknown,False,github_raw,1
103.197.48.53:9898,103.197.48.53,9898,socks4,3357,72,socks4,2026-07-10T06:59:15Z,ZZ,unknown,False,github_raw,5
117.216.46.148:1080,117.216.46.148,1080,socks4,3365,72,socks4,2026-07-10T06:59:08Z,ZZ,unknown,False,github_raw,6
103.70.145.139:5678,103.70.145.139,5678,socks4,3391,72,socks4,2026-07-10T06:59:09Z,ZZ,unknown,False,github_raw,6
139.224.195.153:8123,139.224.195.153,8123,socks4,3399,72,socks4,2026-07-10T07:34:28Z,ZZ,unknown,False,github_raw,2
120.26.104.146:9080,120.26.104.146,9080,socks4,3407,71,socks4,2026-07-10T07:03:03Z,ZZ,unknown,False,github_raw,4
103.74.227.130:56417,103.74.227.130,56417,socks4,3420,71,socks4,2026-07-10T06:59:17Z,ZZ,unknown,False,github_raw,5
139.196.151.191:8090,139.196.151.191,8090,socks4,3437,71,socks4,2026-07-10T07:34:29Z,ZZ,unknown,False,github_raw,2
121.43.154.123:8080,121.43.154.123,8080,socks4,3443,71,socks4,2026-07-10T07:03:23Z,ZZ,unknown,False,github_raw,4
8.148.20.126:8081,8.148.20.126,8081,socks4,3468,71,socks4,2026-07-10T07:35:25Z,ZZ,unknown,False,github_raw,1
47.206.214.2:54321,47.206.214.2,54321,socks4,3486,71,socks4,2026-07-10T07:00:28Z,ZZ,unknown,False,api,4
112.2.21.18:51080,112.2.21.18,51080,socks4,3508,70,socks4,2026-07-10T07:00:02Z,ZZ,unknown,False,github_raw,6
46.107.230.122:1080,46.107.230.122,1080,socks4,3634,69,socks4,2026-07-10T06:59:22Z,ZZ,unknown,False,github_raw,5
191.102.250.73:4153,191.102.250.73,4153,socks4,3669,69,socks4,2026-07-10T07:34:27Z,ZZ,unknown,False,github_raw,2
47.107.166.143:8000,47.107.166.143,8000,socks4,3670,69,socks4,2026-07-10T07:35:20Z,ZZ,unknown,False,github_raw,1
139.196.175.68:8333,139.196.175.68,8333,socks4,3672,69,socks4,2026-07-10T07:34:27Z,ZZ,unknown,False,github_raw,2
103.174.236.98:8080,103.174.236.98,8080,socks4,3792,68,socks4,2026-07-10T06:59:19Z,ZZ,unknown,False,github_raw,5
217.145.199.47:56746,217.145.199.47,56746,socks4,3869,67,socks4,2026-07-10T07:02:59Z,ZZ,unknown,False,github_raw,4
154.66.108.52:3629,154.66.108.52,3629,socks4,3872,67,socks4,2026-07-10T06:59:08Z,ZZ,unknown,False,github_raw,6
101.132.249.207:8118,101.132.249.207,8118,socks4,4001,65,socks4,2026-07-10T07:34:27Z,ZZ,unknown,False,github_raw,2
185.26.168.17:4153,185.26.168.17,4153,socks4,4024,65,socks4,2026-07-10T07:35:27Z,ZZ,unknown,False,github_raw,1
47.100.130.127:5000,47.100.130.127,5000,socks4,4052,65,socks4,2026-07-10T07:35:38Z,ZZ,unknown,False,github_raw,1
123.231.230.58:31196,123.231.230.58,31196,socks4,4275,63,socks4,2026-07-10T06:59:06Z,ZZ,unknown,False,github_raw,7
202.148.22.106:5678,202.148.22.106,5678,socks4,4275,63,socks4,2026-07-10T06:59:11Z,ZZ,unknown,False,github_raw,6
91.223.224.238:48293,91.223.224.238,48293,socks4,4277,63,socks4,2026-07-10T07:35:35Z,ZZ,unknown,False,github_raw,1
171.249.163.170:1080,171.249.163.170,1080,socks4,4296,63,socks4,2026-07-10T07:34:40Z,ZZ,unknown,False,github_raw,2
122.154.71.65:1080,122.154.71.65,1080,socks4,4303,62,socks4,2026-07-10T07:32:11Z,ZZ,unknown,False,github_raw,7
61.7.147.227:4145,61.7.147.227,4145,socks4,4320,62,socks4,2026-07-10T06:59:22Z,ZZ,unknown,False,github_raw,5
47.106.75.125:2000,47.106.75.125,2000,socks4,4321,62,socks4,2026-07-10T07:35:40Z,ZZ,unknown,False,github_raw,1
115.29.140.201:8499,115.29.140.201,8499,socks4,4329,62,socks4,2026-07-10T07:34:28Z,ZZ,unknown,False,github_raw,2
118.174.14.65:44336,118.174.14.65,44336,socks4,4343,62,socks4,2026-07-10T06:59:17Z,ZZ,unknown,False,github_raw,5
43.230.196.98:48200,43.230.196.98,48200,socks4,4432,61,socks4,2026-07-10T06:59:10Z,ZZ,unknown,False,github_raw,6
178.189.56.158:4153,178.189.56.158,4153,socks4,4626,59,socks4,2026-07-10T07:35:05Z,ZZ,unknown,False,github_raw,2
200.215.160.210:5678,200.215.160.210,5678,socks4,4679,59,socks4,2026-07-10T06:59:13Z,ZZ,unknown,False,github_raw,5
177.136.124.46:56113,177.136.124.46,56113,socks4,4692,59,socks4,2026-07-10T07:00:33Z,ZZ,unknown,False,github_raw,2
45.228.151.157:1088,45.228.151.157,1088,socks4,4746,58,socks4,2026-07-10T06:59:10Z,ZZ,unknown,False,github_raw,6
185.14.149.33:4145,185.14.149.33,4145,socks4,4754,58,socks4,2026-07-10T06:59:17Z,ZZ,unknown,False,github_raw,5
191.102.251.49:4153,191.102.251.49,4153,socks4,4767,58,socks4,2026-07-10T06:59:32Z,ZZ,unknown,False,github_raw,3
221.226.188.218:10800,221.226.188.218,10800,socks4,4883,57,socks4,2026-07-10T07:00:35Z,ZZ,unknown,False,github_raw,2
196.0.111.186:46048,196.0.111.186,46048,socks4,4950,56,socks4,2026-07-10T06:59:16Z,ZZ,unknown,False,github_raw,5
47.112.11.170:9000,47.112.11.170,9000,socks4,5326,52,socks4,2026-07-10T07:35:23Z,ZZ,unknown,False,github_raw,1
39.102.213.3:9091,39.102.213.3,9091,socks4,5358,52,socks4,2026-07-10T07:35:11Z,ZZ,unknown,False,github_raw,2
193.200.151.69:32777,193.200.151.69,32777,socks4,6135,50,socks4,2026-07-10T06:59:14Z,ZZ,unknown,False,github_raw,5
