proxy,host,port,protocol,latencyMs,qualityScore,checkType,lastChecked,country,anonymity,anonymitySource,supportsHttps,sourceCategory,sourceCount,consecutiveSuccesses,countrySource,residentialStatus,residentialConfidence,residentialSource,residentialCheckedAt,classificationScope,networkType,isp,asn,asnOrg,city,region,citySource,threat,reliabilityScore,reliabilitySamples,freshnessTier
188.121.168.60:8080,188.121.168.60,8080,http,5008,43,http_fallback,2026-09-15T23:16:35Z,SK,transparent,headers,False,github_raw,26,0,dbip,likely_residential,70,ip2proxy_lite,2026-09-12T10:59:54Z,exit,residential,Slovanet a.s.,43451,Slovanet a.s.,Moravany nad Váhom,Trnava Region,geolite2,none,23.054,681,fresh
