proxy,host,port,protocol,latencyMs,qualityScore,checkType,lastChecked,country,anonymity,anonymitySource,supportsHttps,sourceCategory,sourceCount,consecutiveSuccesses,countrySource,residentialStatus,residentialConfidence,residentialSource,residentialCheckedAt,classificationScope,networkType,isp,asn,asnOrg,city,region,citySource,threat,reliabilityScore,reliabilitySamples,freshnessTier
202.74.203.17:1080,202.74.203.17,1080,socks5,1677,62,socks5_probe,2026-09-19T17:39:18Z,NZ,elite,protocol,True,github_raw,14,1,dbip,unknown,0,unknown,2026-09-18T20:22:57Z,unknown,hosting,devoliengine.com Virtual ISP,45177,Devoli,Auckland,Auckland,geolite2,scanner,43.687,1122,fresh
